tld,type,punycode,language_code,translation,romanized,rtl,sponsor,registrar,registrar_name,registrar_web,price_new,price_renew,price_transfer,currency,updated_time
healthcare,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,47.87,47.87,47.87,usd,2025-01-01 14:55:21
help,gTLD,,,,,no,UNR Corp.,epik,Epik,https://www.epik.com/,9.95,9.95,9.95,usd,2024-12-03 18:51:31
hiphop,gTLD,,,,,no,"Dot Hip Hop, LLC",spaceship,Spaceship,https://www.spaceship.com/,20.7,20.7,20.7,usd,2024-10-24 10:36:51
hiv,gTLD,,,,,no,UNR Corp.,sav,Sav,https://www.sav.com/,184.55,184.55,184.55,usd,2025-01-01 14:47:32
hk,ccTLD,,,,,no,Hong Kong Internet Registration Corporation Ltd.,epik,Epik,https://www.epik.com/,17.95,17.95,17.95,usd,2024-12-03 18:51:31
hm,ccTLD,,,,,no,HM Domain Registry,netim,netim,https://www.netim.com/,42,42.0,35.7,eur,2025-01-01 14:48:56
hn,ccTLD,,,,,no,Red de Desarrollo Sostenible Honduras,mrdomain,MrDomain,https://www.mrdomain.com/,59.95,59.95,59.95,eur,2025-01-01 14:56:21
hockey,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,39.63,39.63,usd,2025-01-01 14:55:21
holdings,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,43.75,43.75,43.75,usd,2025-01-01 14:55:21
holiday,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,42.72,42.72,usd,2025-01-01 14:55:21
homes,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
horse,gTLD,,,,,no,"Registry Services, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,22.18,22.18,22.18,usd,2024-11-30 21:56:07
hospital,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,14.99,14.99,14.99,usd,2025-01-01 14:59:45
host,gTLD,,,,,no,Radix FZC,huawei,华为云,https://www.huaweicloud.com/,37,80.0,80,cny,2025-01-01 14:53:00
hosting,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,300.18,300.18,300.18,usd,2024-11-30 21:56:07
hoteles,gTLD,,,hotels,,no,,101domain,101domain,https://www.101domain.com/,68250.49,79999.0,68250.49,usd,2025-01-01 14:48:25
house,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,11.82,29.33,29.33,usd,2025-01-01 14:55:21
how,gTLD,,,,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,20.18,20.18,20.18,usd,2024-11-30 21:56:07
hr,ccTLD,,,,,no,CARNet - Croatian Academic and Research Network,mrdomain,MrDomain,https://www.mrdomain.com/,73.95,73.95,73.95,eur,2025-01-01 14:56:21
ht,ccTLD,,,,,no,Consortium FDS/RDDH,mrdomain,MrDomain,https://www.mrdomain.com/,79.95,79.95,40.95,eur,2025-01-01 14:56:21
hu,ccTLD,,,,,no,Council of Hungarian Internet Providers (CHIP),regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
icu,gTLD,,,,,no,Shortdot SA,zzy,中资源,https://www.zzy.cn/,11,36.0,103,cny,2025-01-01 14:47:26
id,ccTLD,,,,,no,Perkumpulan Pengelola Nama Domain Internet Indonesia (PANDI),porkbun,porkbun,https://porkbun.com/,18.33,18.33,18.55,usd,2025-01-01 14:55:21
ie,ccTLD,,,,,no,"University College Dublin
Computing Services
Computer Centre",dynadot,Dynadot,https://www.dynadot.com/,17.99,20.99,20.99,usd,2024-11-01 18:58:45
il,ccTLD,,,,,no,The Israel Internet Association (RA),gandi,gandi.net,https://www.gandi.net/,37.05,71.98,31.4,eur,2025-01-01 15:04:05
im,ccTLD,,,,,no,Isle of Man Government,dynadot,Dynadot,https://www.dynadot.com/,7.99,9.99,9.99,usd,2024-11-01 18:58:45
immo,gTLD,,,real estate,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,22.64,22.64,usd,2025-01-01 14:55:21
immobilien,gTLD,,,real estate,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,8.22,22.64,22.64,usd,2025-01-01 14:55:21
in,ccTLD,,,,,no,National Internet Exchange of India,spaceship,Spaceship,https://www.spaceship.com/,5.18,5.18,5.18,usd,2024-10-24 10:36:51
inc,gTLD,,,,,no,Intercap Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,2000.18,2000.18,2000.18,usd,2024-11-30 21:56:07
industries,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,9.51,29.33,29.33,usd,2025-01-01 14:55:21
info,gTLD,,,,,no,Afilias Limited,afriregister,Afriregister,https://www.afriregister.com/,11.66,11.66,11.66,eur,2025-01-01 15:01:05
ing,gTLD,,,,,no,Charleston Road Registry Inc.,spaceship,Spaceship,https://www.spaceship.com/,5.18,10.35,10.35,usd,2024-10-24 10:36:51
ink,gTLD,,,,,no,"Top Level Design, LLC",tencent,腾讯云,https://cloud.tencent.com/,18,60.0,60,cny,2024-11-01 19:20:20
institute,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,19.03,19.03,usd,2025-01-01 14:55:21
insurance,gTLD,,,,,no,fTLD Registry Services LLC,regery,Regery,https://regery.com/,724.99,739.99,739.99,usd,2024-09-11 10:54:05
insure,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,42.72,42.72,usd,2025-01-01 14:55:21
international,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
investments,gTLD,,,,,no,"Binky Moon, LLC",onecom,one.com,https://www.one.com/,14.99,14.99,14.99,usd,2025-01-01 14:57:49
io,ccTLD,,,,,no,Internet Computer Bureau Limited,sav,Sav,https://www.sav.com/,26.99,36.95,35.95,usd,2025-01-01 14:47:32
iq,ccTLD,,,,,no,Communications and Media Commission (CMC),domgate,domgate,https://domgate.com/,210,210.0,210,eur,2025-01-01 15:01:39
ir,ccTLD,,,,,no,Institute for Research in Fundamental Sciences,netim,netim,https://www.netim.com/,36,36.0,0,eur,2025-01-01 14:48:56
irish,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,14.91,14.91,usd,2025-01-01 14:55:21
is,ccTLD,,,,,no,ISNIC - Internet Iceland ltd.,regery,Regery,https://regery.com/,42.99,42.99,1.99,usd,2024-09-11 10:54:05
ist,gTLD,,,,,no,Istanbul Metropolitan Municipality,regery,Regery,https://regery.com/,13.99,14.99,13.99,usd,2024-09-11 10:54:05
istanbul,gTLD,,,,,no,Istanbul Metropolitan Municipality,regery,Regery,https://regery.com/,16.49,16.99,16.49,usd,2024-09-11 10:54:05
it,ccTLD,,,,,no,IIT - CNR,regery,Regery,https://regery.com/,5.29,6.49,5.99,usd,2024-09-11 10:54:05
je,ccTLD,,,,,no,Island Networks (Jersey) Ltd.,spaceship,Spaceship,https://www.spaceship.com/,51.6,51.6,51.6,usd,2024-10-24 10:36:51
jetzt,gTLD,,,now,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,14.91,14.91,usd,2025-01-01 14:55:21
jewelry,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
jm,ccTLD,,,,,no,University of West Indies,gandi,gandi.net,https://www.gandi.net/,141,271.98,141,eur,2025-01-01 15:04:05
jo,ccTLD,,,,,no,Ministry of Digital Economy and Entrepreneurship (MoDEE),domgate,domgate,https://domgate.com/,150,150.0,150,eur,2025-01-01 15:01:39
jobs,sTLD,,,,,no,Employ Media LLC,porkbun,porkbun,https://porkbun.com/,108.51,108.51,99.17,usd,2025-01-01 14:55:21
joburg,gTLD,,,,,no,ZA Central Registry NPC trading as ZA Central Registry,innovahost,InnovaHost,https://innovahost.net/,3.9,3.9,7.15,eur,2024-11-15 16:13:17
jp,ccTLD,,,,,no,"Japan Registry Services Co., Ltd.",epik,Epik,https://www.epik.com/,29.95,29.95,29.95,usd,2024-12-03 18:51:31
juegos,gTLD,,,games,,no,UNR Corp.,porkbun,porkbun,https://porkbun.com/,309.45,309.45,309.45,usd,2025-01-01 14:55:21
kaufen,gTLD,,,buy,,no,"Dog Beach, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,23.18,23.18,23.18,usd,2024-11-30 21:56:07
ke,ccTLD,,,,,no,Kenya Network Information Center (KeNIC),truehost,Truehost,https://truehost.com/,29.99,29.99,0.39,usd,2024-10-24 10:35:36
kg,ccTLD,,,,,no,AsiaInfo Telecommunication Enterprise,regery,Regery,https://regery.com/,64.99,69.99,64.99,usd,2024-09-11 10:54:05
kh,ccTLD,,,,,no,Telecommunication Regulator of Cambodia (TRC),gandi,gandi.net,https://www.gandi.net/,190,370.0,270,eur,2025-01-01 15:04:05
ki,ccTLD,,,,,no,"Ministry of Communications, Transport, and Tourism Development",domgate,domgate,https://domgate.com/,800,800.0,800,eur,2025-01-01 15:01:39
kids,gTLD,,,,,no,DotKids Foundation Limited,spaceship,Spaceship,https://www.spaceship.com/,8.8,18.63,18.63,usd,2024-10-24 10:36:51
kim,gTLD,,,,,no,Afilias Limited,alibaba,Alibaba Cloud,https://alibabacloud.com/,14.66,14.66,14,usd,2025-01-01 14:53:34
kitchen,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
kiwi,gTLD,,,,,no,DOT KIWI LIMITED,innovahost,InnovaHost,https://innovahost.net/,19.36,19.36,19.36,eur,2024-11-15 16:13:17
km,ccTLD,,,,,no,Comores Telecom,inwx,INWX,https://www.inwx.com/,249,249.0,249,eur,2025-01-01 14:52:34
kn,ccTLD,,,,,no,"Ministry of Finance, Sustainable Development Information & Technology",domgate,domgate,https://domgate.com/,158,158.0,158,eur,2025-01-01 15:01:39
koeln,gTLD,,,,,no,dotKoeln GmbH,ovh,OVHcloud,https://www.ovhcloud.com/,14.49,15.69,15.69,eur,2024-09-01 14:41:55
kr,ccTLD,,,,,no,Korea Internet & Security Agency (KISA),epik,Epik,https://www.epik.com/,24.95,24.95,24.95,usd,2024-12-03 18:51:31
krd,gTLD,,,,,no,KRG Department of Information Technology,inwx,INWX,https://www.inwx.com/,35,35.0,35,eur,2025-01-01 14:52:34
kw,ccTLD,,,,,no,Communications and Information Technology Regulatory Authority,101domain,101domain,https://www.101domain.com/,299.99,329.99,299.99,usd,2025-01-01 14:48:25
ky,ccTLD,,,,,no,Utility Regulation and Competition Office (OfReg),domgate,domgate,https://domgate.com/,90,90.0,90,eur,2025-01-01 15:01:39
kyoto,gTLD,,,,,no,Academic Institution: Kyoto Jyoho Gakuen,sav,Sav,https://www.sav.com/,40.64,40.64,n/a,usd,2025-01-01 14:47:32
kz,ccTLD,,,,,no,Association of IT Companies of Kazakhstan,regtons,regtons,https://regtons.com/,15.74,15.74,0,usd,2025-01-01 15:00:16
la,ccTLD,,,,,no,"Lao National Internet Committee (LANIC), Ministry of Posts and Telecommunications",quyu,趣域网,https://www.quyu.net/,89,89.0,89,cny,2025-01-01 14:47:38
land,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,26.24,26.24,usd,2025-01-01 14:55:21
lat,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,21.7,22.15,22.15,usd,2024-11-15 16:07:41
law,gTLD,,,,,no,"Registry Services, LLC",spaceship,Spaceship,https://www.spaceship.com/,77.4,77.4,76.6,usd,2024-10-24 10:36:51
lawyer,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,41.69,41.69,41.69,usd,2025-01-01 14:55:21
lb,ccTLD,,,,,no,"American University of Beirut
Computing and Networking Services",gandi,gandi.net,https://www.gandi.net/,214.86,420.0,82.57,eur,2025-01-01 15:04:05
lc,ccTLD,,,,,no,University of Puerto Rico,sav,Sav,https://www.sav.com/,18.88,18.88,18.88,usd,2025-01-01 14:47:32
lease,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,38.18,38.18,38.18,usd,2024-11-30 21:56:07
legal,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,46.84,46.84,usd,2025-01-01 14:55:21
lgbt,gTLD,,,,,no,Afilias Limited,regery,Regery,https://regery.com/,13.99,35.99,35.99,usd,2024-09-11 10:54:05
li,ccTLD,,,,,no,SWITCH The Swiss Education & Research Network,ovh,OVHcloud,https://www.ovhcloud.com/,4.99,6.49,0,eur,2024-09-01 14:41:55
life,gTLD,,,,,no,"Binky Moon, LLC",363hk,西部数码国际,https://www.363.hk/,48,67.0,65,cny,2025-01-01 14:46:57
lifestyle,gTLD,,,,,no,"Lifestyle Domain Holdings, Inc.",spaceship,Spaceship,https://www.spaceship.com/,8.8,31.05,31.05,usd,2024-10-24 10:36:51
lighting,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,18.0,18,usd,2025-01-01 14:55:21
limited,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,24.18,24.18,usd,2025-01-01 14:55:21
limo,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,38.18,38.18,38.18,usd,2024-11-30 21:56:07
link,gTLD,,,,,no,Nova Registry Ltd.,namesilo,NameSilo,https://www.namesilo.com/,3.99,3.99,3.99,usd,2025-01-01 14:49:01
live,gTLD,,,,,no,"Dog Beach, LLC",363hk,西部数码国际,https://www.363.hk/,48,67.0,65,cny,2025-01-01 14:46:57
living,gTLD,,,,,no,"Lifestyle Domain Holdings, Inc.",spaceship,Spaceship,https://www.spaceship.com/,8.8,31.05,31.05,usd,2024-10-24 10:36:51
lk,ccTLD,,,,,no,"Council for Information Technology
LK Domain Registrar",regery,Regery,https://regery.com/,34.99,36.99,1.99,usd,2024-09-11 10:54:05
llc,gTLD,,,,,no,Afilias Limited,alldomains,ALLDomains,https://alldomains.hosting/,18.4,21.0,21,eur,2025-01-01 15:09:44
loan,gTLD,,,,,no,dot Loan Limited,domaincom,Domain.com,https://www.domain.com/,2.99,4.99,n/a,usd,2024-11-01 19:05:30
loans,gTLD,,,,,no,"Binky Moon, LLC",onecom,one.com,https://www.one.com/,10.99,14.99,10.99,usd,2025-01-01 14:57:49
locker,gTLD,,,,,no,Dish DBS Corporation,spaceship,Spaceship,https://www.spaceship.com/,10.35,46.58,46.58,usd,2024-10-24 10:36:51
lol,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,20.18,20.18,20.18,usd,2024-11-30 21:56:07
london,gTLD,,,,,no,Dot London Domains Limited,porkbun,porkbun,https://porkbun.com/,26.27,26.27,26.39,usd,2025-01-01 14:55:21
lotto,gTLD,,,,,no,Afilias Limited,sav,Sav,https://www.sav.com/,1350.17,1350.17,1350.17,usd,2025-01-01 14:47:32
love,gTLD,,,,,no,Merchant Law Group LLP,cloudflare,Cloudflare,https://www.cloudflare.com/,20.18,20.18,20.18,usd,2024-11-30 21:56:07
lr,ccTLD,,,,,no,"Data Technology Solutions, Inc.",gandi,gandi.net,https://www.gandi.net/,170,330.0,170,eur,2025-01-01 15:04:05
ls,ccTLD,,,,,no,Lesotho Network Information Centre Proprietary (LSNIC),quyu,趣域网,https://www.quyu.net/,499,499.0,499,cny,2025-01-01 14:47:38
lt,ccTLD,,,,,no,Kaunas University of Technology,zone,Zone,https://www.zone.ee/,7.96,8.69,1.67,eur,2025-01-01 14:59:39
ltd,gTLD,,,,,no,"Binky Moon, LLC",363hk,西部数码国际,https://www.363.hk/,25,38.0,38,cny,2025-01-01 14:46:57
ltda,gTLD,,,companies in south america,,no,InterNetX Corp.,porkbun,porkbun,https://porkbun.com/,29.33,32.37,29.99,usd,2025-01-01 14:55:21
lu,ccTLD,,,,,no,RESTENA,regery,Regery,https://regery.com/,16.69,16.99,16.69,usd,2024-09-11 10:54:05
luxe,gTLD,,,luxury,,no,"Registry Services, LLC",spaceship,Spaceship,https://www.spaceship.com/,12.42,12.42,12.42,usd,2024-10-24 10:36:51
luxury,gTLD,,,,,no,Luxury Partners LLC,spaceship,Spaceship,https://www.spaceship.com/,25.8,25.8,25.8,usd,2024-10-24 10:36:51
lv,ccTLD,,,,,no,"University of Latvia
Institute of Mathematics and Computer Science
Department of Network Solutions (DNS)",regery,Regery,https://regery.com/,9.69,10.49,1.99,usd,2024-09-11 10:54:05
ly,ccTLD,,,,,no,General Post and Telecommunication Company,gname,GNAME,https://www.gname.com/,75,75.0,75,usd,2025-01-01 14:47:42
ma,ccTLD,,,,,no,Agence Nationale de Réglementation des Télécommunications (ANRT),quyu,趣域网,https://www.quyu.net/,139,139.0,139,cny,2025-01-01 14:47:38
madrid,gTLD,,,,,no,Comunidad de Madrid,inwx,INWX,https://www.inwx.com/,31.25,31.25,31.25,eur,2025-01-01 14:52:34
maison,gTLD,,,house,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,39.63,39.63,usd,2025-01-01 14:55:21
makeup,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
management,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,16.97,16.97,usd,2025-01-01 14:55:21
market,gTLD,,,,,no,"Dog Beach, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,78.0,75,cny,2024-11-01 19:20:20
marketing,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,28.18,28.18,28.18,usd,2024-11-30 21:56:07
markets,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,5.64,11.82,11.82,usd,2025-01-01 14:55:21
mba,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,35,78.0,75,cny,2024-11-01 19:20:20
mc,ccTLD,,,,,no,Direction des Plateformes et des Ressources Numériques,regery,Regery,https://regery.com/,34.99,36.99,34.99,usd,2024-09-11 10:54:05
md,ccTLD,,,,,no,IP Serviciul Tehnologia Informatiei si Securitate Cibernetica,quyu,趣域网,https://www.quyu.net/,269,269.0,269,cny,2025-01-01 14:47:38
me,ccTLD,,,,,no,Government of Montenegro,spaceship,Spaceship,https://www.spaceship.com/,4.55,13.6,13.6,usd,2024-10-24 10:36:51
media,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,78.0,75,cny,2024-11-01 19:20:20
meet,gTLD,,,,,no,Charleston Road Registry Inc.,opensrs,OpenSRS,https://opensrs.com/,43,43.0,43,usd,2024-12-03 20:21:15
melbourne,gTLD,,,,,no,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation",epik,Epik,https://www.epik.com/,39.95,39.95,39.95,usd,2024-12-03 18:51:31
meme,gTLD,,,,,no,Charleston Road Registry Inc.,spaceship,Spaceship,https://www.spaceship.com/,5.18,10.35,10.35,usd,2024-10-24 10:36:51
memorial,gTLD,,,,,no,"Dog Beach, LLC",spaceship,Spaceship,https://www.spaceship.com/,35.4,35.4,35.4,usd,2024-10-24 10:36:51
men,gTLD,,,,,no,Exclusive Registry Limited,domaincom,Domain.com,https://www.domain.com/,2.99,4.99,n/a,usd,2024-11-01 19:05:30
menu,gTLD,,,,,no,"Wedding TLD2, LLC",porkbun,porkbun,https://porkbun.com/,27.68,27.98,26.99,usd,2025-01-01 14:55:21
mg,ccTLD,,,,,no,NIC-MG (Network Information Center Madagascar),quyu,趣域网,https://www.quyu.net/,499,499.0,499,cny,2025-01-01 14:47:38
miami,gTLD,,,,,no,"Registry Services, LLC",truehost,Truehost,https://truehost.com/,13.66,13.66,13.76,usd,2024-10-24 10:35:36
mk,ccTLD,,,,,no,Macedonian Academic Research Network Skopje,quyu,趣域网,https://www.quyu.net/,120,95.0,95,cny,2025-01-01 14:47:38
ml,ccTLD,,,,,no,Agence des Technologies de l’Information et de la Communication,regery,Regery,https://regery.com/,10.99,11.99,17.99,usd,2024-09-11 10:54:05
mm,ccTLD,,,,,no,Ministry of Transport and Communications,gandi,gandi.net,https://www.gandi.net/,165.77,320.0,163.77,eur,2025-01-01 15:04:05
mn,ccTLD,,,,,no,"Datacom Co., Ltd.",sav,Sav,https://www.sav.com/,36.88,36.88,36.88,usd,2025-01-01 14:47:32
mo,ccTLD,,,,,no,Macao Post and Telecommunications Bureau (CTT),domgate,domgate,https://domgate.com/,70,70.0,70,eur,2025-01-01 15:01:39
mobi,gTLD,,,,,no,Afilias Limited,cosmotown,Cosmotown,https://www.cosmotown.com/,3.96,22.15,22.15,usd,2024-11-15 16:07:41
moda,gTLD,,,fashion,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,10.79,22.64,22.64,usd,2025-01-01 14:55:21
moe,gTLD,,,geek,,no,Interlink Systems Innovation Institute K.K.,porkbun,porkbun,https://porkbun.com/,12.85,13.68,13.48,usd,2025-01-01 14:55:21
moi,gTLD,,,me,,no,"Amazon Registry Services, Inc.",hover,hover,https://www.hover.com/,29.99,29.99,29.99,usd,2025-01-01 14:56:00
mom,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,25.18,25.18,25.18,usd,2024-11-30 21:56:07
money,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,24.95,24.95,24.95,usd,2025-01-01 14:48:20
monster,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,10.18,10.18,10.18,usd,2024-11-30 21:56:07
mortgage,gTLD,,,,,no,"Dog Beach, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,39.99,39.99,39.99,usd,2025-01-01 14:48:20
moscow,gTLD,,,,,no,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),innovahost,InnovaHost,https://innovahost.net/,5.54,5.54,5.54,eur,2024-11-15 16:13:17
motorcycles,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
mov,gTLD,,,,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,10.18,10.18,10.18,usd,2024-11-30 21:56:07
movie,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,36.54,221.92,221.92,usd,2025-01-01 14:55:21
mp,ccTLD,,,,,no,"Saipan Datacom, Inc.",mrdomain,MrDomain,https://www.mrdomain.com/,63.95,33.95,29.95,eur,2025-01-01 14:56:21
mq,ccTLD,,,,,no,CANAL+ TELECOM,domgate,domgate,https://domgate.com/,75,75.0,75,eur,2025-01-01 15:01:39
mr,ccTLD,,,,,no,Université de Nouakchott Al Aasriya,regery,Regery,https://regery.com/,64.99,69.99,64.99,usd,2024-09-11 10:54:05
ms,ccTLD,,,,,no,MNI Networks Ltd.,quyu,趣域网,https://www.quyu.net/,230,230.0,440,cny,2025-01-01 14:47:38
mt,ccTLD,,,,,no,NIC (Malta),mrdomain,MrDomain,https://www.mrdomain.com/,101.95,30.95,56.95,eur,2025-01-01 14:56:21
mu,ccTLD,,,,,no,Internet Direct Ltd,inwx,INWX,https://www.inwx.com/,65.46,65.46,130.92,eur,2025-01-01 14:52:34
museum,sTLD,,,,,no,Museum Domain Management Association,netim,netim,https://www.netim.com/,42,42.0,37.18,eur,2025-01-01 14:48:56
music,gTLD,,,,,no,DotMusic Limited,porkbun,porkbun,https://porkbun.com/,38.6,38.6,38.6,usd,2025-01-01 14:55:21
mv,ccTLD,,,,,no,Dhiraagu Pvt. Ltd. (DHIVEHINET),inwx,INWX,https://www.inwx.com/,269,269.0,89,eur,2025-01-01 14:52:34
mw,ccTLD,,,,,no,"Malawi Sustainable Development Network Programme
(Malawi SDNP)",afriregister,Afriregister,https://www.afriregister.com/,58.3,58.3,37.1,eur,2025-01-01 15:01:05
mx,ccTLD,,,,,no,"NIC-Mexico
ITESM - Campus Monterrey",sav,Sav,https://www.sav.com/,17.71,24.44,n/a,usd,2025-01-01 14:47:32
my,ccTLD,,,,,no,MYNIC Berhad,opensrs,OpenSRS,https://opensrs.com/,7,25.0,25,usd,2024-12-03 20:21:15
mz,ccTLD,,,,,no,Centro de Informatica de Universidade Eduardo Mondlane,gandi,gandi.net,https://www.gandi.net/,229.25,450.0,15,eur,2025-01-01 15:04:05
na,ccTLD,,,,,no,Namibian Network Information Center,quyu,趣域网,https://www.quyu.net/,26000,26000.0,26000,cny,2025-01-01 14:47:38
nagoya,gTLD,,,,,no,"GMO Registry, Inc.",hexonet,HEXONET,https://hexonet.net/,12.31,12.31,12.31,usd,2024-12-03 18:48:54
name,grTLD,,,,,no,"VeriSign Information Services, Inc.",porkbun,porkbun,https://porkbun.com/,7.35,7.35,7.29,usd,2025-01-01 14:55:21
navy,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,22.64,22.64,22.64,usd,2025-01-01 14:55:21
nc,ccTLD,,,,,no,Office des Postes et Telecommunications,domgate,domgate,https://domgate.com/,50,50.0,50,eur,2025-01-01 15:01:39
ne,ccTLD,,,,,no,SONITEL,afriregister,Afriregister,https://www.afriregister.com/,243.8,243.8,0,eur,2025-01-01 15:01:05
net,gTLD,,,,,no,VeriSign Global Registry Services,spaceship,Spaceship,https://www.spaceship.com/,11.2,11.2,11.2,usd,2024-10-24 10:36:51
network,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,19.99,19.99,19.99,usd,2025-01-01 14:59:45
new,gTLD,,,,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,400.18,400.18,400.18,usd,2024-11-30 21:56:07
news,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,8.22,22.12,22.12,usd,2025-01-01 14:55:21
nexus,gTLD,,,,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,10.18,10.18,10.18,usd,2024-11-30 21:56:07
nf,ccTLD,,,,,no,Norfolk Island Data Services,quyu,趣域网,https://www.quyu.net/,980,980.0,1320,cny,2025-01-01 14:47:38
ng,ccTLD,,,,,no,Nigeria Internet Registration Association,epik,Epik,https://www.epik.com/,9.95,9.95,9.95,usd,2024-12-03 18:51:31
ngo,gTLD,,,,,no,Public Interest Registry,namecom,Name.com,https://www.name.com/,16.99,16.99,16.99,usd,2024-09-20 19:36:02
ni,ccTLD,,,,,no,"Universidad Nacional del Ingernieria
Centro de Computo",mrdomain,MrDomain,https://www.mrdomain.com/,528.95,528.95,528.95,eur,2025-01-01 14:56:21
ninja,gTLD,,,,,no,"Dog Beach, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,18.95,18.95,18.95,usd,2025-01-01 14:48:20
nl,ccTLD,,,,,no,SIDN (Stichting Internet Domeinregistratie Nederland),ovh,OVHcloud,https://www.ovhcloud.com/,4.49,5.09,5.09,eur,2024-09-01 14:41:55
no,ccTLD,,,,,no,Norid A/S,regery,Regery,https://regery.com/,9.19,9.99,1.99,usd,2024-09-11 10:54:05
